2021-05-13 09:34:10.921 UTC,"postgres","solidblock",28312,"213.184.248.18:13249",609cf1d9.6e98,1,"UPDATE",2021-05-13 09:31:05 UTC,5/285756,0,LOG,00000,"AUDIT: SESSION,1,1,WRITE,UPDATE,,,""UPDATE public.""""Assets""""
	SET alias=$1
	WHERE id=$2::uuid"",""MRE,63fe3194-2cc5-49b2-9d6c-d91fb71df236""",,,,,,,,,"DBeaver 21.0.4 - Main <solidblock>"
